,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,authorLabel,combinedGenres,birthDate,combinedNationalityOrLanguage,topBooks,author_id,genres_list,books_list
513,513,513,536,Fred Mustard Stewart,"Fiction, Historical fiction, Horror fiction, Science fiction",1932-09-17,,"Century (1981 book), Ellis Island (novel)",Fred Mustard Stewart,"['Fiction', 'Historical Fiction', 'Horror Fiction', 'Science Fiction']","['Century 1981 Book', 'Ellis Island Novel']"
514,514,514,537,Fred Saberhagen,"Fantasy fiction, Science fiction",1930-05-18,,"Berserker (Saberhagen), Books of the Swords",Fred Saberhagen,"['Fantasy Fiction', 'Science Fiction']","['Berserker Saberhagen', 'Books Of The Swords']"
515,515,515,538,Frederick Buechner,"Autobiography, Essay, Historical fiction, Novel, Sermon, Short story",1926-07-11,,"A Long Day's Dying, Godric (novel), The Book of Bebb, The Magnificent Defeat, The Sacred Journey",Frederick Buechner,"['Autobiography', 'Essay', 'Historical Fiction', 'Novel', 'Sermon', 'Short Story']","['A Long Days Dying', 'Godric Novel', 'The Book Of Bebb', 'The Magnificent Defeat', 'The Sacred Journey']"
516,516,516,539,Frederick Forsyth,"Crime fiction, Thriller (genre)",1938-08-25,,"No Comebacks, The Day of the Jackal, The Dogs of War (novel), The Fist of God, The Fourth Protocol, The Odessa File",Frederick Forsyth,"['Crime Fiction', 'Thriller Genre']","['No Comebacks', 'The Day Of The Jackal', 'The Dogs Of War Novel', 'The Fist Of God', 'The Fourth Protocol', 'The Odessa File']"
517,517,517,540,Fredric Brown,"Fantasy, Mystery fiction, Science fiction",1906-10-29,,"Arena (short story), The Fabulous Clipjoint",Fredric Brown,"['Fantasy', 'Mystery Fiction', 'Science Fiction']","['Arena Short Story', 'The Fabulous Clipjoint']"
518,518,518,541,Fredrik Backman,"Fiction, Humor, Satire",1981-06-02,,"A Man Called Ove (novel), Beartown (novel), Britt-Marie Was Here, My Grandmother Asked Me to Tell You She's Sorry",Fredrik Backman,"['Fiction', 'Humor', 'Satire']","['A Man Called Ove Novel', 'Beartown Novel', 'Brittmarie Was Here', 'My Grandmother Asked Me To Tell You Shes Sorry']"
519,519,519,542,Freeman Wills Crofts,"Detective novel, Murder mystery",1879-06-01,,"Inspector French and the Starvel Tragedy, The 12:30 from Croydon",Freeman Wills Crofts,"['Detective Novel', 'Murder Mystery']","['Inspector French And The Starvel Tragedy', 'The 1230 From Croydon']"
520,520,520,543,Friedrich Hölderlin,Lyric poetry,1770-03-20,,Hyperion (Hölderlin novel),Friedrich Hölderlin,['Lyric Poetry'],['Hyperion Hlderlin Novel']
521,521,521,544,Friedrich de la Motte Fouqué,Fantasy literature,1777-02-12,,Undine (novella),Friedrich de la Motte Fouqué,['Fantasy Literature'],['Undine Novella']
522,522,522,545,Fritz Leiber,"Fantasy fiction, Horror fiction, Science fiction",1910-12-24,,"Fafhrd and the Gray Mouser, The Big Time (novel)",Fritz Leiber,"['Fantasy Fiction', 'Horror Fiction', 'Science Fiction']","['Fafhrd And The Gray Mouser', 'The Big Time Novel']"
523,523,523,546,Fuyumi Ono,"Fantasy fiction, Horror fiction",1960-12-24,Japanese,"Ghost Hunt (novel series), Shiki (novel series), The Twelve Kingdoms",Fuyumi Ono,"['Fantasy Fiction', 'Horror Fiction']","['Ghost Hunt Novel Series', 'Shiki Novel Series', 'The Twelve Kingdoms']"
524,524,524,547,Fyodor Dostoevsky,"* Novel
* short story
* journalism",1821-11-11,,"Crime and Punishment, Demons (Dostoevsky novel), Notes from Underground, The Brothers Karamazov, The Idiot",Fyodor Dostoevsky,"['Novel', 'Short Story', 'Journalism']","['Crime And Punishment', 'Demons Dostoevsky Novel', 'Notes From Underground', 'The Brothers Karamazov', 'The Idiot']"
525,525,525,548,G. K. Chesterton,"Catholic apologetics, Christian apologetics, Fantasy literature, Mystery fiction, Poetry",1874-05-29,,"Father Brown, Orthodoxy (book), The Everlasting Man, The Man Who Was Thursday, The Napoleon of Notting Hill",G. K. Chesterton,"['Catholic Apologetics', 'Christian Apologetics', 'Fantasy Literature', 'Mystery Fiction', 'Poetry']","['Father Brown', 'Orthodoxy Book', 'The Everlasting Man', 'The Man Who Was Thursday', 'The Napoleon Of Notting Hill']"
526,526,526,549,Gabriel García Márquez,", Novels, short stories",1927-03-06,Spanish,"Chronicle of a Death Foretold, Love in the Time of Cholera, One Hundred Years of Solitude, The Autumn of the Patriarch",Gabriel García Márquez,"['Novels', 'Short Stories']","['Chronicle Of A Death Foretold', 'Love In The Time Of Cholera', 'One Hundred Years Of Solitude', 'The Autumn Of The Patriarch']"
527,527,527,550,Gabrielle Roy,"Canadian literature, Children's literature",1909-03-22,French language,"Children of My Heart, Street of Riches, The Tin Flute",Gabrielle Roy,"['Canadian Literature', 'Childrens Literature']","['Children Of My Heart', 'Street Of Riches', 'The Tin Flute']"
528,528,528,551,Gail Bowen,Mystery fiction,1942-09-22,,Joanne Kilbourn,Gail Bowen,['Mystery Fiction'],['Joanne Kilbourn']
529,529,529,552,Gao Xingjian,Absurdism,1940-01-04,Chinese language,"Soul Mountain, The Bus Stop, The Other Shore",Gao Xingjian,['Absurdism'],"['Soul Mountain', 'The Bus Stop', 'The Other Shore']"
530,530,530,553,Gardner Dozois,"Anthologies, Science fiction magazine",1947-07-23,American people,Asimov's Science Fiction,Gardner Dozois,"['Anthologies', 'Science Fiction Magazine']",['Asimovs Science Fiction']
531,531,531,554,Gary Blackwood (author),"Children's fiction, Historical fiction, Science fiction",1945-10-23,,The Shakespeare Stealer,Gary Blackwood (author),"['Childrens Fiction', 'Historical Fiction', 'Science Fiction']",['The Shakespeare Stealer']
532,532,532,555,Gary D. Schmidt,Realistic fiction,1957-04-14,,"Lizzie Bright and the Buckminster Boy, Okay for Now, The Wednesday Wars",Gary D. Schmidt,['Realistic Fiction'],"['Lizzie Bright And The Buckminster Boy', 'Okay For Now', 'The Wednesday Wars']"
533,533,533,556,Gary Larson,"Comedy, Satire, Surreal humour",1950-08-14,,The Far Side,Gary Larson,"['Comedy', 'Satire', 'Surreal Humour']",['The Far Side']
534,534,534,557,Gary Paulsen,"Adventure novel, Young adult fiction",1939-05-17,,"Dogsong, Harris and Me, Hatchet (novel), The River (Paulsen novel), The Winter Room, Winterdance: The Fine Madness of Running the Iditarod, Woodsong",Gary Paulsen,"['Adventure Novel', 'Young Adult Fiction']","['Dogsong', 'Harris And Me', 'Hatchet Novel', 'The River Paulsen Novel', 'The Winter Room', 'Winterdance The Fine Madness Of Running The Iditarod', 'Woodsong']"
535,535,535,558,Gastón Suárez,Short stories,1929-01-27,Bolivian people,The Gesture,Gastón Suárez,['Short Stories'],['The Gesture']
536,536,536,559,Gavin Maxwell,"Natural history, Travel literature",1914-07-15,,Ring of Bright Water,Gavin Maxwell,"['Natural History', 'Travel Literature']",['Ring Of Bright Water']
537,537,537,560,Gayl Jones,African-American literature,1949-11-23,,Corregidora (novel),Gayl Jones,['Africanamerican Literature'],['Corregidora Novel']
538,538,538,561,Gayle Forman,"Children's books, Novel, Young adult fiction",1970-06-05,,If I Stay,Gayle Forman,"['Childrens Books', 'Novel', 'Young Adult Fiction']",['If I Stay']
539,539,539,562,Geetanjali Shree,"Novels, short stories",1957-06-12,Hindi,Tomb of Sand,Geetanjali Shree,"['Novels', 'Short Stories']",['Tomb Of Sand']
540,540,540,563,Gen Urobuchi,"Dark Fantasy, Horror fiction, Sci-fi, Thriller (genre), Tragedy",1972-12-20,,"Fate/Zero, Kamen Rider Gaim, Psycho-Pass, Puella Magi Madoka Magica, Saya no Uta",Gen Urobuchi,"['Dark Fantasy', 'Horror Fiction', 'Scifi', 'Thriller Genre', 'Tragedy']","['Fatezero', 'Kamen Rider Gaim', 'Psychopass', 'Puella Magi Madoka Magica', 'Saya No Uta']"
541,541,541,564,Genese Davis,"Fantasy literature, New adult, Science fiction, Video games",1984-09-12,,"Ary and the Secret of Seasons, Omensight, The Holder's Dominion",Genese Davis,"['Fantasy Literature', 'New Adult', 'Science Fiction', 'Video Games']","['Ary And The Secret Of Seasons', 'Omensight', 'The Holders Dominion']"
542,542,542,565,Geneviève Huriet,Children's literature,1927-08-24,,Beechwood Bunny Tales,Geneviève Huriet,['Childrens Literature'],['Beechwood Bunny Tales']
543,543,543,566,Geoffrey Trease,Children's literature,1909-08-11,English,"Bows Against the Barons, Cue for Treason",Geoffrey Trease,['Childrens Literature'],"['Bows Against The Barons', 'Cue For Treason']"
544,544,544,567,George Alec Effinger,"Cyberpunk, Science fiction",1947-01-10,,When Gravity Fails,George Alec Effinger,"['Cyberpunk', 'Science Fiction']",['When Gravity Fails']
545,545,545,568,George Clayton Johnson,", Science fiction, Western, fantasy, horror, literary, magical realism",1929-07-10,,"Logan's Run, Ocean's 11, Star Trek, The Twilight Zone",George Clayton Johnson,"['Science Fiction', 'Western', 'Fantasy', 'Horror', 'Literary', 'Magical Realism']","['Logans Run', 'Oceans 11', 'Star Trek', 'The Twilight Zone']"
546,546,546,569,George Crabbe,Poetry,1754-12-24,,"The Borough (George Crabbe poem), The Village (poem)",George Crabbe,['Poetry'],"['The Borough George Crabbe Poem', 'The Village Poem']"
547,547,547,570,George Douglas Brown,Literary realism,1869-01-26,Scottish people,The House with the Green Shutters,George Douglas Brown,['Literary Realism'],['The House With The Green Shutters']
548,548,548,571,George G. Blackburn,"Creative non-fiction, Historical non-fiction, Literary criticism, Non-fiction",1917-02-03,Canadians,The Guns of Normandy,George G. Blackburn,"['Creative Nonfiction', 'Historical Nonfiction', 'Literary Criticism', 'Nonfiction']",['The Guns Of Normandy']
549,549,549,572,George Garrett (poet),"Poetry, theatre, fiction",1929-06-11,,Death of the Fox,George Garrett (poet),"['Poetry', 'Theatre', 'Fiction']",['Death Of The Fox']
550,550,550,573,George H. Scithers,Science fiction,1929-05-14,,"Amazing Stories, Isaac Asimov's Science Fiction Magazine, Weird Tales",George H. Scithers,['Science Fiction'],"['Amazing Stories', 'Isaac Asimovs Science Fiction Magazine', 'Weird Tales']"
551,551,551,574,George Harmon Coxe,Crime fiction,1901-04-23,,"Black Mask (magazine), Casey, Crime Photographer",George Harmon Coxe,['Crime Fiction'],"['Black Mask Magazine', 'Casey', 'Crime Photographer']"
552,552,552,575,George Linley,"Ballad, Poetry, Satire",1797-12-27,English people,God Bless the Prince of Wales,George Linley,"['Ballad', 'Poetry', 'Satire']",['God Bless The Prince Of Wales']
553,553,553,576,George MacDonald,Children's literature,1824-12-10,,"At the Back of the North Wind, David Elginbrod, Lilith (novel), Phantastes, The Princess and the Goblin",George MacDonald,['Childrens Literature'],"['At The Back Of The North Wind', 'David Elginbrod', 'Lilith Novel', 'Phantastes', 'The Princess And The Goblin']"
554,554,554,577,George Mikes,"Humour, journalism",1912-02-15,Hungarian language,How to be an Alien,George Mikes,"['Humour', 'Journalism']",['How To Be An Alien']
555,555,555,578,George Mills (writer),British children's and young adults' literature,1896-10-01,,Meredith and Co.,George Mills (writer),['British Childrens And Young Adults Literature'],['Meredith And Co']
556,556,556,579,George S. Kaufman,"Comedy, political satire",1889-11-16,,"Of Thee I Sing, You Can't Take It with You (play)",George S. Kaufman,"['Comedy', 'Political Satire']","['Of Thee I Sing', 'You Cant Take It With You Play']"
557,557,557,580,George Selden (author),Children's fiction,1929-05-14,English,The Cricket in Times Square,George Selden (author),['Childrens Fiction'],['The Cricket In Times Square']
558,558,558,581,George Steiner,Literary fiction,1929-04-23,,After Babel,George Steiner,['Literary Fiction'],['After Babel']
559,559,559,582,Georgia Byng,"Children's literature, Comic strip",1965-09-06,,Molly Moon's Incredible Book of Hypnotism,Georgia Byng,"['Childrens Literature', 'Comic Strip']",['Molly Moons Incredible Book Of Hypnotism']
560,560,560,583,Gertrude Barrows Bennett,"Fantasy, Science fiction",1884-09-18,,The Heads of Cerberus,Gertrude Barrows Bennett,"['Fantasy', 'Science Fiction']",['The Heads Of Cerberus']
561,561,561,584,Gertrudis Gómez de Avellaneda,Romanticism in Spanish literature,1814-03-23,Spain,Sab (novel),Gertrudis Gómez de Avellaneda,['Romanticism In Spanish Literature'],['Sab Novel']
562,562,562,585,Giannina Braschi,"poetry, theater, novel, political philosophy",1953-02-05,Puerto Rico,"Empire of Dreams (poetry collection), United States of Banana, Yo-Yo Boing!",Giannina Braschi,"['Poetry', 'Theater', 'Novel', 'Political Philosophy']","['Empire Of Dreams Poetry Collection', 'United States Of Banana', 'Yoyo Boing']"
563,563,563,586,Gideon Defoe,Comedy,1975-12-26,British nationality law,The Pirates!,Gideon Defoe,['Comedy'],['The Pirates']
564,564,564,587,Gillian Flynn,"Fiction, Mystery fiction, Thriller (genre)",1971-02-24,,"Dark Places (novel), Gone Girl (novel), Sharp Objects",Gillian Flynn,"['Fiction', 'Mystery Fiction', 'Thriller Genre']","['Dark Places Novel', 'Gone Girl Novel', 'Sharp Objects']"
565,565,565,588,Giovanni Papini,"Autobiography, Fantasy, Prose poetry, Satire, Travel literature",1881-01-09,,Gog (novel),Giovanni Papini,"['Autobiography', 'Fantasy', 'Prose Poetry', 'Satire', 'Travel Literature']",['Gog Novel']
566,566,566,589,Giovanni Ruffini,Romance novel,1807-09-20,,Doctor Antonio (novel),Giovanni Ruffini,['Romance Novel'],['Doctor Antonio Novel']
567,567,567,590,Giovannino Guareschi,"Political satire, Short story, War novel",1908-05-01,,"Anti-communist, Don Camillo, La rabbia",Giovannino Guareschi,"['Political Satire', 'Short Story', 'War Novel']","['Anticommunist', 'Don Camillo', 'La Rabbia']"
568,568,568,591,Girish Karnad,Fiction,1938-05-19,,"Taledanda, Tughlaq (play)",Girish Karnad,['Fiction'],"['Taledanda', 'Tughlaq Play']"
569,569,569,592,Glen Cook,"Fantasy, Science fiction",1944-07-09,,"Garrett P.I., The Black Company",Glen Cook,"['Fantasy', 'Science Fiction']","['Garrett Pi', 'The Black Company']"
570,570,570,593,Glen Rounds,Children's literature,1906-04-04,English,"Ol' Paul, the Mighty Logger",Glen Rounds,['Childrens Literature'],"['Ol Paul', 'The Mighty Logger']"
571,571,571,594,Glenn Chandler,Crime fiction,1949-03-12,Scottish people,Taggart (series),Glenn Chandler,['Crime Fiction'],['Taggart Series']
572,572,572,595,Glenn Greenwald,"Political and legal commentary, non-fiction",1967-03-06,,"A Tragic Legacy, Citizenfour, How Would a Patriot Act?, No Place to Hide (Greenwald book)",Glenn Greenwald,"['Political And Legal Commentary', 'Nonfiction']","['A Tragic Legacy', 'Citizenfour', 'How Would A Patriot Act', 'No Place To Hide Greenwald Book']"
573,573,573,596,Glenn Hauman,"Fiction, Non-fiction",1969-03-04,,"Farscape, Star Trek: New Frontier, Star Trek: Starfleet Corps of Engineers, X-Men",Glenn Hauman,"['Fiction', 'Nonfiction']","['Farscape', 'Star Trek New Frontier', 'Star Trek Starfleet Corps Of Engineers', 'Xmen']"
574,574,574,597,Godfrey Mwakikagile,African studies,1949-10-04,Tanzania,"Kenya, Rwanda, Tanganyika (territory)",Godfrey Mwakikagile,['African Studies'],"['Kenya', 'Rwanda', 'Tanganyika Territory']"
575,575,575,598,Gonçalves Dias,"Play (theatre), Poetry",1823-08-10,Portuguese people,"Canção do exílio, I-Juca-Pirama, Patkull",Gonçalves Dias,"['Play Theatre', 'Poetry']","['Cano Do Exlio', 'Ijucapirama', 'Patkull']"
576,576,576,599,Gordana Kuić,Contemporary literature,1942-08-29,,The Scent of Rain in the Balkans,Gordana Kuić,['Contemporary Literature'],['The Scent Of Rain In The Balkans']
577,577,577,600,Gordon R. Dickson,"Fantasy, Science fiction",1923-11-01,Canadian Americans,Childe Cycle,Gordon R. Dickson,"['Fantasy', 'Science Fiction']",['Childe Cycle']
578,578,578,601,Grace Moon,Children's literature,1884-02-05,,Runaway Papoose,Grace Moon,['Childrens Literature'],['Runaway Papoose']
579,579,579,602,Greg Bear,Speculative fiction,1951-08-20,,Blood Music (novel),Greg Bear,['Speculative Fiction'],['Blood Music Novel']
580,580,580,603,Greg Behrendt,"Dating, Podcasts, Self-improvement",1963-07-21,,"He's Just Not That Into You, The Greg Behrendt Show, The Reigning Monarchs, Walking the Room",Greg Behrendt,"['Dating', 'Podcasts', 'Selfimprovement']","['Hes Just Not That Into You', 'The Greg Behrendt Show', 'The Reigning Monarchs', 'Walking The Room']"
581,581,581,604,Greg Quill,Entertainment,1947-04-18,,Toronto Star,Greg Quill,['Entertainment'],['Toronto Star']
582,582,582,605,Gregory Benford,"Hard science fiction, Science fiction",1941-01-30,,Galactic Center Saga,Gregory Benford,"['Hard Science Fiction', 'Science Fiction']",['Galactic Center Saga']
583,583,583,606,Gregory Mcdonald,"Comedy, Mystery fiction",1937-02-15,,Fletch (novel),Gregory Mcdonald,"['Comedy', 'Mystery Fiction']",['Fletch Novel']
584,584,584,607,Gu Long,Wuxia,1938-06-07,Republic of China,"Chu Liuxiang, Juedai Shuangjiao, Liuxing Hudie Jian, Xiaoli Feidao",Gu Long,['Wuxia'],"['Chu Liuxiang', 'Juedai Shuangjiao', 'Liuxing Hudie Jian', 'Xiaoli Feidao']"
585,585,585,608,Guillermo Martínez (writer),Crime fiction,1962-07-29,,The Oxford Murders (novel),Guillermo Martínez (writer),['Crime Fiction'],['The Oxford Murders Novel']
586,586,586,609,Gunnel Linde,Children's literature,1924-10-14,Swedish language,Den vita stenen,Gunnel Linde,['Childrens Literature'],['Den Vita Stenen']
587,587,587,610,Guo Jingming,Fantastic,1983-06-06,,Ice Fantasy,Guo Jingming,['Fantastic'],['Ice Fantasy']
588,588,588,611,Gustave Flaubert,Prose,1821-12-12,,"Bouvard et Pécuchet, Madame Bovary, Salammbô, Sentimental Education, The Temptation of Saint Anthony (novel), Three Tales (Flaubert)",Gustave Flaubert,['Prose'],"['Bouvard Et Pcuchet', 'Madame Bovary', 'Salammb', 'Sentimental Education', 'The Temptation Of Saint Anthony Novel', 'Three Tales Flaubert']"
589,589,589,612,Guy Gavriel Kay,"Fantasy, Poetry, Scriptwriting",1954-11-07,,"The Fionavar Tapestry, Tigana",Guy Gavriel Kay,"['Fantasy', 'Poetry', 'Scriptwriting']","['The Fionavar Tapestry', 'Tigana']"
590,590,590,613,Guy Lawson,Nonfiction,1963-01-26,Canadian Americans,"Arms and the Dudes, Octopus: Sam Israel, the Secret Market, and Wall Street's Wildest Con",Guy Lawson,['Nonfiction'],"['Arms And The Dudes', 'Octopus Sam Israel', 'The Secret Market', 'And Wall Streets Wildest Con']"
591,591,591,614,Guy Vanderhaeghe,"Historical fiction, Short story, Western fiction",1951-04-05,,"Man Descending, The Englishman's Boy, The Last Crossing",Guy Vanderhaeghe,"['Historical Fiction', 'Short Story', 'Western Fiction']","['Man Descending', 'The Englishmans Boy', 'The Last Crossing']"
