authorLabel,combinedGenres,birthDate,combinedNationalityOrLanguage,topBooks
Ricardo Lancaster-Jones y Verea,Prose,1905-02-09,Latin language,Haciendas de Jalisco y Aledaños (1506–1821)
Richard A. Knaak,Fantasy,1961-05-28,,"Diablo (series), Dragonlance, Warcraft"
Richard A. Lupoff,"Horror fiction, Mystery fiction",1935-02-21,,"12:01 PM, Lovecraft's Book, Master of Adventure: The Worlds of Edgar Rice Burroughs, Space War Blues"
Richard Beard (author),Literary fiction,1967-01-12,,The Day That Went Missing: A Family's Story
Richard Brautigan,"Black comedy, Fabulation, Gothic Western, Magic realism, Psychological fiction",1935-01-30,,"In Watermelon Sugar, Trout Fishing in America, Willard and His Bowling Trophies: A Perverse Mystery"
Richard Burgin (writer),"Fiction, Criticism",1947-06-30,United States,"Ghost Quartet, Man Without Memory"
Richard Fariña,Folk music,1937-03-08,,Been Down So Long It Looks Like Up to Me
Richard Jessup,"Mystery fiction, Western fiction",1925-01-02,,The Cincinnati Kid
Richard Laymon,Horror fiction,1947-01-14,,"Island (Laymon novel), The Beast House, The Cellar (novel), The Midnight Tour, The Traveling Vampire Show"
Richard Matheson,"Science fiction, fantasy, horror",1926-02-20,,"A Stir of Echoes, Bid Time Return, Hell House (novel), I Am Legend (novel), The Shrinking Man, What Dreams May Come (1978 novel)"
Richard Milward,"Novel, play, short story",1984-10-26,,Apples (novel)
Richard Price (writer),"Crime fiction, Drama, Mystery fiction",1949-10-12,,"Clockers (novel), The Wanderers (Richard Price novel)"
Richard Scarry,Children's books,1919-06-05,,Best Word Book Ever
Richard Wagamese,First Nations in Canada,1955-10-14,Ojibway; English,Indian Horse
Richard Wright (author),"Drama, fiction, non-fiction, autobiography",1908-09-04,,"Black Boy, Native Son, The Outsider (Richard Wright), Uncle Tom's Children"
Richmal Crompton,"Children's literature, novels, short stories inspiring",1890-11-15,,Just William
Rick Riordan,"Detective fiction, Fantasy, Mythology",1964-06-05,English,"Magnus Chase and the Gods of Asgard, Percy Jackson & the Olympians, The Heroes of Olympus, The Kane Chronicles, The Trials of Apollo"
Rick Shiomi,Theater,1947-05-25,Canadians,Yellow Fever (play)
Rick Yancey,"Fantasy, Horror fiction, Science fiction",1962-11-04,,"Alfred Kropp series, The 5th Wave (series), The Monstrumologist"
Rieko Nakagawa,Children's literature,1935-09-29,Japanese language,"Guri and Gura, Sora Iro no Tane"
Rivkah (artist),Shōjo,1981-11-13,,Steady Beat
Roald Dahl,Fantasy literature,1916-09-13,,"Charlie and the Chocolate Factory, Danny, the Champion of the World, Fantastic Mr Fox, George's Marvellous Medicine, James and the Giant Peach, Matilda (novel), The BFG, The Witches (novel)"
Robb White,Adventure novels,1909-06-20,,Deathwatch (novel)
Robert A. Heinlein,"Fantasy, Science fiction",1907-07-07,,"Starship Troopers, Stranger in a Strange Land, The Moon Is a Harsh Mistress, Time Enough for Love"
Robert A. W. Lowndes,Science fiction,1916-09-04,,"Future Science Fiction, Science Fiction (American magazine), Science Fiction Quarterly"
Robert Aickman,"Horror fiction, Supernatural fiction",1914-06-27,,The Late Breakfasters
Robert Bloch,"Crime fiction, Fantasy fiction, Horror fiction, Science fiction",1917-04-05,,"American Gothic (novel), Psycho (novel), Psycho House, Psycho II (novel)"
Robert C. O'Brien (author),"Children's literature, fantasy, science fiction",1918-01-11,,"Mrs. Frisby and the Rats of NIMH, Z for Zachariah"
Robert Draper,Non-fiction,1959-11-15,,"Dead Certain: The Presidency of George W. Bush, Do Not Ask What Good We Do: Inside the U.S. House of Representatives"
Robert E. Howard,"Boxing, Historical novel, Horror fiction, Southern Gothic, Sword and sorcery, Western fiction",1906-01-22,,"Conan the Barbarian, Pigeons from Hell, Solomon Kane, The Hour of the Dragon, Worms of the Earth"
Robert Girardi,"Detective fiction, Essays, Mystery fiction",1961-11-18,,"A Vaudeville of Devils: Seven Moral Tales, Gorgeous East, Madeleine's Ghost, The Pirate's Daughter: A Novel of Adventure, The Wrong Doyle, Vaporetto 13: A Novel"
Robert Harris (novelist),Fiction,1957-03-07,English,"An Officer and a Spy, Fatherland (novel)"
Robert Hass,poetry,1941-03-01,,Meditation at Lagunitas
Robert Holdstock,"Fantasy, Horror fiction, Science fiction",1948-08-02,,Mythago Wood
Robert J. Serling,"Aviation, Historical fiction, Non-fiction",1918-03-18,,The President's Plane Is Missing (novel)
Robert Jordan,Fantasy,1948-10-17,,The Wheel of Time
Robert Keable,"Romance novel, War novel",1887-03-06,,Simon Called Peter
Robert Lowell,American poetry,1917-03-01,,"For the Union Dead, Life Studies, Lord Weary's Castle"
Robert M. Pirsig,Philosophical fiction,1928-09-06,,"Lila: An Inquiry into Morals, Zen and the Art of Motorcycle Maintenance"
Robert McCloskey,Children's literature,1914-09-14,American people,Make Way for Ducklings
Robert McLellan,Verse drama,1907-01-28,English language,"Jamie the Saxt, Linmill Stories"
Robert McLellan,Verse drama,1907-01-28,Scots language,"Jamie the Saxt, Linmill Stories"
Robert Muchamore,"Adventure novel, Spy fiction, Thriller (genre)",1971-12-26,,"CHERUB, Henderson's Boys, Rock War"
Robert Munsch,Children's literature,1945-06-11,,"Love You Forever, The Paper Bag Princess"
Robert Patrick (playwright),"Dramas, comedies, musicals",1937-09-27,,Kennedy's Children
Robert Paul Weston,"Young adult fiction, short stories",1975-10-21,British people,Zorgamazoo
Robert Paul Weston,"Young adult fiction, short stories",1975-10-21,Canadians,Zorgamazoo
Robert Sheckley,Science fiction,1928-07-16,,"Immortality, Inc., Seventh Victim"
Robert Sobel,Business History,1931-02-19,,For Want of a Nail (novel)
Robert W. Chambers,"Art Nouveau, Decadent movement, Fantasy fiction, Historical fiction, Horror fiction, Romance novel, Science fiction, Supernatural fiction",1865-05-26,,The King in Yellow
Robert Westall,"Children's literature, Drama, Horror fiction, War novel",1929-10-07,,"Blitzcat, The Machine Gunners, The Scarecrows"
Robertson Davies,"Novels, plays, essays and reviews",1913-08-28,,"The Cornish Trilogy, The Deptford Trilogy, The Salterton Trilogy"
Robin Hobb,Fantasy fiction,1952-03-05,,"Realm of the Elderlings, Wizard of the Pigeons"
Robin Jenkins,Scottish literature,1912-09-11,Scotland,The Cone Gatherers
Robin Klein,"Children's fiction, Young adult fiction",1936-02-28,,"Came Back to Show You I Could Fly, Halfway Across the Galaxy and Turn Left, Hating Alison Ashley (novel)"
Robin McKinley,"Bildungsroman, Children's literature, Fairy tales",1952-11-16,,"Beauty: A Retelling of the Story of Beauty and the Beast, Deerskin (novel), Sunshine (novel), The Hero and the Crown"
Robin Stevens (author),Children's literature,1988-01-15,English studies,Murder Most Unladylike
Robison Wells,"Science fiction, Young adult fiction",1978-04-04,,Variant (novel)
Rod Serling,"Horror fiction, Science fiction, Speculative fiction",1924-12-25,,"Night Gallery, Patterns (Kraft Television Theatre), Planet of the Apes (1968 film), Requiem for a Heavyweight, Seven Days in May, The Twilight Zone"
Roderick Thorp,Crime fiction,1936-09-01,,"Nothing Lasts Forever (1979 novel), The Detective (novel)"
Rodnay Zaks,non-fiction,1946-02-10,English,"MOS Technology 6502, Programming the Z80"
Roger Hargreaves,Fantasy,1935-05-09,,"Mr. Men, Timbuctoo"
Roger Zelazny,"Fantasy, Science-fiction",1937-05-13,,"A Night in the Lonesome October, Doorways in the Sand, Eye of Cat, Isle of the Dead (Zelazny novel), Lord of Light, The Chronicles of Amber, The Doors of His Face, The Lamps of His Mouth, and Other Stories, Unicorn Variations"
Rohan O'Grady,"Fiction, Gothic Fiction",1922-07-23,,Let's Kill Uncle
Roland Topor,"Satire, Surrealism",1938-01-07,,The Tenant (novel)
Romain Gary,Novel,1914-05-21,"French, English","La vie devant soi, Les racines du ciel"
Roman Pisarski,Children's literature,1912-03-23,Poles,"O psie, który jeździł koleją"
Romeo Tanaka,"Fantasy, Fiction",1973-06-06,,"Cross Channel (visual novel), Humanity Has Declined, Yume Miru Kusuri: A Drug That Makes You Dream"
Ronald Cass,Musical film,1923-04-21,British people,"Summer Holiday (1963 film), The Young Ones (1961 film)"
Ronald D. Moore,"Drama, science fiction",1964-07-05,,"Battlestar Galactica (2004 TV series), For All Mankind (TV series), Outlander (TV series), Star Trek: Deep Space Nine, Star Trek: The Next Generation"
Rosamunde Pilcher,Romance novel,1924-09-22,English,The Shell Seekers
Roseanne A. Brown,"Fantasy, Science fiction",1995-08-26,Ghana,A Song of Wraiths and Ruin
Roseanne A. Brown,"Fantasy, Science fiction",1995-08-26,United States,A Song of Wraiths and Ruin
Rosemary Harris (writer),"Children's fiction, Romance novel, Suspense fiction",1923-02-20,English language,The Moon in the Cloud
Rosemary Sutcliff,"Children's literature, Legend",1920-12-14,,The Mark of the Horse Lord
Ross Lockridge Jr.,Historical fiction,1914-04-25,,Raintree County (novel)
Ross Rossin,Realism,1964-03-23,English,National Portrait Gallery (United States)
Roy Clarke,Television,1930-01-28,,"Ain't Misbehavin' (TV series), Don't Tell Father (1992 TV series), First of the Summer Wine, Keeping Up Appearances, Last of the Summer Wine, Mann's Best Friends, Oh No It's Selwyn Froggitt, Open All Hours, Potter (TV series), Pulaski (TV series), Rosie (TV series), Still Open All Hours, The Clairvoyant (TV series), The Magnificent Evans, The Misfit (TV series), The Wanderer (1994 TV series), Young Hyacinth"
Rudolf Fischer (writer),Prose,1901-03-06,,Martin Hoop
Rudy Wurlitzer,"Experimental music, Novelist, Screenwriting, Western (genre)",1937-01-03,,"Nog (novel), Pat Garrett and Billy the Kid, Two-Lane Blacktop"
Ruth Gilligan,"Historical fiction, Literary fiction",1988-03-12,,"Fair City, Laura Halpin"
Ruth Sawyer,Children's literature,1880-08-05,American people,Roller Skates
Ruth Stiles Gannett,Children's literature,1923-08-12,,"Elmer and the Dragon, My Father's Dragon, The Dragons of Blueland"
Ryan Holiday,Nonfiction,1987-06-16,,"Ego Is the Enemy, The Daily Stoic, The Obstacle Is the Way, Trust Me, I'm Lying"
Ryan North,Humour,1980-10-20,Canadians,"Adventure Time, Dinosaur Comics, The Unbeatable Squirrel Girl"
Ryukishi07,"Fantasy, Horror fiction, Mystery fiction, Science fiction",1973-11-19,,"Higurashi When They Cry, Umineko When They Cry"
S. A. Chakraborty,Historical fantasy,1985-12-07,,The City of Brass (novel)
S. R. Ranganathan,"Documentation, Information Science, Library Science",1892-08-09,,"Colon Classification, Five laws of library science"
Saadat Hasan Manto,"Drama, nonfiction, satire, screenplays, personal correspondence",1912-05-11,,"Thanda Gosht, Toba Tek Singh (short story)"
Saeko Himuro,"Coming of age, Romance novel",1957-01-11,,I Can Hear the Sea
Saho Sasazawa,"Detective fiction, Historical fiction",1930-11-15,Japan,Kogarashi Monjirō
Sakyo Komatsu,Science fiction,1931-01-28,Japanese people,Japan Sinks
Sally Rooney,Fiction,1991-02-20,English,"Beautiful World, Where Are You, Conversations with Friends, Normal People"
Samantha Shannon,"Fantasy, Utopian and dystopian fiction",1991-11-08,United Kingdom,"The Bone Season, The Priory of the Orange Tree"
Samuel R. Delany,"Autobiography, Creative nonfiction, Erotic literature, Fantasy, Literary criticism, New Wave (science fiction)",1942-04-01,,"Babel-17, Dhalgren, Hogg (novel), Nova (novel), The Einstein Intersection"
Sanders Anne Laubenthal,Fantasy,1943-12-25,,Excalibur (novel)
Santha Rama Rau,"Travel writer, novelist, playwright",1923-01-24,,A Passage to India (play)
Sara Shepard,"Mystery fiction, Thriller (genre), Young adult fiction",1977-04-08,,"Pretty Little Liars (book series), The Lying Game (book series)"
Sara Sheridan,"Novels, historical, crime",1968-06-07,United Kingdom,Brighton Belle (Sheridan novel)
Sarah Monette,Speculative fiction,1974-11-25,,"Mélusine (novel), The Goblin Emperor"
Sarah Schneider,Comedy,1983-09-10,,"CollegeHumor, Saturday Night Live"
Sarah Weeks,"Chapter books, Novels, Picture books",1955-03-18,,"Jumping the Scratch, So B. It"
Satoshi Mizukami,Action genre,1980-02-20,,"Lucifer and the Biscuit Hammer, Planet With, Spirit Circle"
Sayaka Murata,Fiction,1979-08-14,Japanese,Convenience Store Woman
Scott Lynch,Fantasy,1978-04-02,,"Red Seas Under Red Skies, The Lies of Locke Lamora, The Republic of Thieves"
Scott O'Dell,Children's literature,1898-05-23,American people,Island of the Blue Dolphins
Scott Oden,Historical fiction,1967-06-24,,"Men of Bronze, The Lion of Cairo"
Seosamh Mac Grianna,"Autobiography, novel",1900-08-20,,Mo Bhealach Féin
Sergei Lukyanenko,"Fantasy fiction, Science fiction",1968-04-11,,"Labyrinth of Reflections, Night Watch (Russian novel)"
Sergei Ryabov,Animation,1977-11-17,Russian people,Rybka (film)
Seth Grahame-Smith,"Horror fiction, Mashup (book)",1976-01-04,,"Abraham Lincoln, Vampire Hunter (novel), Pride and Prejudice and Zombies"
Severino Reyes,Plays,1861-02-11,Tagalog language,"Mga Kuwento ni Lola Basyang, Walang Sugat"
Shan Sa,Romance,1972-10-26,,The Girl Who Played Go
Shane Claiborne,Christianity,1975-07-11,English,The Irresistible Revolution
Shannon Hale,"Fantasy (genre), Young adult fiction",1974-01-26,English,"Austenland, Book of a Thousand Days, Princess Academy, The Goose Girl (novel)"
Shantanu Gupta,Non-Fiction,1979-02-07,"English, Hindi",The Monk Who Became Chief Minister
Shantinath Desai,Fiction,1929-07-22,English language,Om Namo
Shantinath Desai,Fiction,1929-07-22,Kannada,Om Namo
Sharon Creech,"Children's novels, Low fantasy, Magic realism, Poetry",1945-07-29,,"Ruby Holler, Walk Two Moons"
Sheppard Solomon,"Pop music, R&B, Rock music",1966-12-12,,"Britney Spears, Celine Dion, Daughtry (band), Enrique Iglesias, Kelly Clarkson, Paris Hilton, Ryan Cabrera"
Sheri S. Tepper,"Feminist science fiction, Horror fiction, Mystery fiction",1929-07-16,,"Beauty (Tepper novel), Grass (novel), The Gate to Women's Country"
Sherman Alexie,Native American literature,1966-10-07,Coeur d'Alene people,"Reservation Blues, Smoke Signals (film), The Absolutely True Diary of a Part-Time Indian, The Lone Ranger and Tonto Fistfight in Heaven, War Dances"
Sherman Alexie,Native American literature,1966-10-07,Spokane people,"Reservation Blues, Smoke Signals (film), The Absolutely True Diary of a Part-Time Indian, The Lone Ranger and Tonto Fistfight in Heaven, War Dances"
Sherri Browning Erwin,"Historical romance, Horror fiction, Humor, Paranormal romance",1968-10-08,United States,Mashup (book)
Shibram Chakraborty,Humour,1903-12-13,Bengali people,"Bari Theke Paliye, Harshabardhan - Gobardhan"
Shimun Vrochek,"Fantasy, Sci-fi",1976-11-01,Russian Federation,Piter (novel)
Shirley Hughes,Children's literature,1927-07-16,,Dogger (book)
Shiv Kumar Batalvi,Prose,1936-07-23,Punjabi language,Loona (Punjabi epic)
Shotaro Ishinomori,Science fiction,1938-01-25,Japanese,"Cyborg 009, Ganbare!! Robocon, Kamen Rider, Sarutobi Ecchan, Super Sentai"
Shōhei Ōoka,"novels, literary criticism, short stories, non-fiction",1909-03-06,,Fires on the Plain (novel)
Shūsaku Endō,Historical fiction,1923-03-27,Japanese people,Silence (Endō novel)
Sid Colin,"Film, Radio, Television",1915-08-31,,"How Do You View?, Living It Up (UK TV series), On the House (TV series), The Army Game, Up Pompeii!, Whoops Baghdad"
Siegfried Sassoon,", Poetry, biography, fiction",1886-09-08,,The Complete Memoirs of George Sherston
Simms Taback,children's picture books,1932-02-13,,Joseph Had a Little Overcoat
Simon Clark (novelist),Horror novel,1958-04-20,,The Night of the Triffids
Simon Gray,"Drama, screenplay, memoir, novel",1936-10-21,,"Butley (play), Otherwise Engaged, Quartermaine's Terms"
Simon May,"Film, television",1944-08-15,,EastEnders
Simon Scarrow,Historical fiction,1962-10-03,,"Eagles of the Empire, The Revolution Quartet"
Simon Spurrier,"Comic book, Science fiction",1981-05-02,England,"Bec & Kawl, Harry Kipling, Jack Point (the Simping Detective), Lobster Random, Star Wars: Doctor Aphra"
Simon Vestdijk,"Historical novel, Psychological novel",1898-10-17,,De kellner en de levenden
Sinclair Ross,fiction,1908-01-22,English,As For Me and My House
Siobhan Dowd,children's literature,1960-02-04,Eng,"A Swift Pure Cry, Bog Child, The London Eye Mystery"
Sita Ram Goel,"History, Politics, Comparative Religion",1921-10-16,,Hindu Temples: What Happened to Them
Sjón,"Fiction, Surrealism",1962-08-27,Iceland,"From the Mouth of the Whale, I've Seen It All, The Blue Fox (novel)"
Sorley MacLean,Scottish Gaelic literature,1911-10-26,Scottish Gaelic,"Dàin do Eimhir, Hallaig"
Stahl Stenslie,http://dbpedia.org/resource/Experimental_media_art,1965-11-27,Norway,Solve et Coagula
Stanley G. Weinbaum,"Romantic fiction, Science fiction",1902-04-04,,A Martian Odyssey
Stephen Elliott (author),Novel,1971-12-03,,"Happy Baby, The Adderall Diaries"
Stephen Hunter,Thriller (genre),1946-03-25,,Point of Impact (Stephen Hunter novel)
Stephen Kotkin,"Russian and Soviet politics and history, communism, global history",1959-02-17,,"Stalin: Paradoxes of Power, 1878–1928, Stalin: Waiting for Hitler, 1929–1941"
Stephen Leacock,Humour,1869-12-30,English,Arcadian Adventures with the Idle Rich
Stephenie Meyer,"Vampire romance novels, Young adult fiction",1973-12-24,,"The Host (novel), Twilight (novel series)"
Sterling North,"Novels, children's books",1906-11-04,,Rascal (book)
Steve Coll,Journalism,1958-10-08,United States,"Ghost Wars, The Bin Ladens: An Arabian Family in the American Century"
Steve Perrin,Role-playing game,1946-01-22,,"Call of Cthulhu (role-playing game), RuneQuest, Stormbringer (role-playing game)"
Steven Brust,"Fantasy, science fiction",1955-11-23,,Khaavren Romances
Steven Kotler,Nonfiction,1967-05-25,,Abundance: The Future Is Better Than You Think
Steven L. Thompson,Motorcycling; Cold War fiction,1948-05-27,English,The Wild Blue: The Novel of the U.S. Air Force
Steven Long,"Nonfiction, Novel, True crime",1944-07-17,United States,Death Without Dignity
Steven Reigns,poetry,1975-11-11,,The Gay Rub
Steven Saylor,Historical fiction,1956-03-23,,"Roma (2007 novel), Roma Sub Rosa"
Stig Larsson (author),Literary,1955-07-20,Sweden,Autisterna
Stoo Hample,"Children's books, humor, theater",1926-01-06,People of the United States,"Children's Letters to God, The Silly Book"
Sue Monk Kidd,Memoir,1948-08-12,,"The Mermaid Chair, The Secret Life of Bees (novel)"
Sue Townsend,"Drama, fiction, screenplay",1946-04-02,English,Adrian Mole
Sui Sin Far,"Journalism, short stories, travel literature",1865-03-15,,Mrs. Spring Fragrance
Sulkhan-Saba Orbeliani,"Dictionary, Poem",1658-11-04,Georgians,A Book of Wisdom and Lies
Sumner Arthur Long,Comedy,1921-03-31,United States,Never Too Late (play)
Sumrit Shahi,"Romance novel, Young adult fiction",1993-02-12,India,Sadda Haq (TV series)
Sunao Tokunaga,"novels, short stories, essays",1899-01-20,,Taiyō no nai Machi
Surender Mohan Pathak,"Crime fiction, Murder mystery",1940-02-19,,"Daylight Robbery (novel), Mawali (novel), The 65 Lakh Heist"
Susan Cain,"Success, Management, Education, Psychology, Self-Help, Interpersonal Relations",1968-03-20,English,"Bittersweet: How Sorrow and Longing Make Us Whole, Quiet Power, Quiet: The Power of Introverts in a World That Can't Stop Talking"
Susan Cooper,Children's literature,1935-05-23,English people,The Dark Is Rising
Susan Hill,"Fiction, non-fiction",1942-02-05,,"I'm the King of the Castle, The Mist in the Mirror, The Woman in Black"
Susan Juby,Comedic,1969-03-30,,"Alice, I Think (novel)"
Susanna Clarke,Alternate history,1959-11-01,,"Jonathan Strange & Mr Norrell, Piranesi (novel), The Ladies of Grace Adieu and Other Stories"
Sutton E. Griggs,"African American literature, Western (genre)",1872-06-19,,Imperium in Imperio
Suzanne Collins,"Children's literature, Dystopian fiction, Fantasy literature, Science fiction, Young adult fiction",1962-08-10,,"The Hunger Games trilogy, The Underland Chronicles"
Suzanne Francis,Fantasy/Science Fiction,1959-03-20,,Song of the Arkafina
Suzanne Weyn,"Children's literature, Fantasy literature, Romantic comedy, Science fiction, Young adult fiction",1955-07-06,,"Reincarnation (novel), The Bar Code Rebellion, The Bar Code Tattoo"
Suzy McKee Charnas,"Fantasy, Science fiction",1939-10-22,English,The Holdfast Chronicles
Sven Hassel,World War II,1917-04-19,,"SS-General, The Legion of the Damned (novel)"
Sylvia Plath,", Poetry, fiction, short story",1932-10-27,English,"Ariel (poetry collection), The Bell Jar"
T. F. Powys,Allegory,1875-12-20,,"Mr. Weston's Good Wine, Unclay"
T. M. Gray,"Horror fiction, Nonfiction",1963-11-23,,The Ravenous (novel)
Tad Williams,"Dark fantasy, High fantasy, Horror fiction, Post-modernism, Science fiction, Urban fantasy",1957-03-14,,"Memory, Sorrow, and Thorn, Otherland, Shadowmarch, Tailchaser's Song"
Takaya Kagami,Fantasy,1979-05-22,Japanese,"A Dark Rabbit Has Seven Lives, Seraph of the End, The Legend of the Legendary Heroes"
Takizawa Bakin,Gesaku,1767-07-04,,Nansō Satomi Hakkenden
Tamora Pierce,"Children's literature, Young adult fiction",1954-12-13,,The Song of the Lioness
Tao Lin,"Alternative literature, Kmart realism, Literary fiction, Nonfiction, Poetry",1983-07-02,,"Leave Society (novel), Shoplifting from American Apparel, Taipei (novel), Trip (book)"
Taranath Sharma,"Travelogue, criticism, prose",1934-06-23,,Belaet Tira Baralida
Taro Achi,Light novel,1980-10-03,Japanese people,"Dokkoida?!, Kage Kara Mamoru!"
Tatsuhiko Takimoto,Fiction,1978-09-20,,Welcome to the N.H.K.
Taylor Branch,Nonfiction,1947-01-14,,America in the King Years
Taylor Caldwell,Historical and religious fiction,1900-09-07,,Dynasty of Death
Tekla Teresa Łubieńska,"Domestic drama, Jean Racine, Lyrical poetry, Voltaire",1767-06-06,,"Charlemagne, Widukind"
Terry Goodkind,"Epic fantasy, Sword and sorcery",1948-01-11,,The Sword of Truth
Terry McMillan,Fiction,1951-10-18,,"A Day Late and a Dollar Short (novel), Getting to Happy, The Interruption of Everything"
Tetchō Suehiro,Novels,1849-03-15,,Setchūbai
Thea Beckman,Children's novels,1923-07-23,,Crusade in Jeans
Theodor Fontane,Novel,1819-12-30,,"Der Stechlin, Effi Briest, Frau Jenny Treibel"
Theodore Judson,Science fiction,1951-12-19,English,"Fitzpatrick's War, The Martian General's Daughter"
Theodore Roethke,American poetry,1908-05-25,,The Far Field (poetry collection)
Theodore Sturgeon,"Fantasy fiction, Horror fiction, Literary criticism, Mystery fiction, Science fiction, Western fiction",1918-02-26,,"I, Libertine, Microcosmic God, More Than Human"
Thomas Day (writer),"Children's literature, politics, satire",1748-06-22,,The History of Sandford and Merton
Thomas Kohnstamm,"Fiction, Non-fiction",1975-11-24,,Do Travel Writers Go to Hell?
Thomas Mann,"Novel, novella",1875-06-06,,"Buddenbrooks, Death in Venice, Doctor Faustus (novel), Joseph and His Brothers, The Magic Mountain"
Thomas Olde Heuvelt,"Fantasy, Horror fiction, Magic realism",1983-04-16,,HEX (2013 novel)
Thomas S. Hinde,Methodism,1785-04-19,,Thomas Hinde
Thomas Taylor (artist),Children's books,1973-05-22,United Kingdom,Harry Potter
Tian Han,"Novel, poem, drama",1898-03-12,Chinese language,March of the Volunteers
Tim Asch,Visual anthropology,1932-07-16,United States,The Ax Fight
Tim Brooks (historian),History,1942-04-18,English,"The Complete Directory to Prime Time Network and Cable TV Shows, 1946-Present"
Tim Ferriss,"Physical fitness, Self-help",1977-07-20,,"The 4-Hour Body, The 4-Hour Chef, The 4-Hour Workweek, Tools of Titans"
Tim Harrod,comedy,1968-05-25,United States,"Late Night with Conan O'Brien, The Onion"
Tim Jeal,fiction; biography,1945-01-27,,Baden-Powell (book)
Tim Weiner,History,1956-06-20,,Legacy of Ashes: The History of the CIA
Tim Winton,Non-fiction,1960-08-04,,"Blueback (novel), Breath (novel), Cloudstreet, Dirt Music, Shallows"
Timothy Egan,Non-fiction,1954-11-08,,The Worst Hard Time
Timothy Zahn,"Fantasy, Science fiction",1951-09-01,,"Heir to the Empire, Star Wars: Thrawn, Thrawn Ascendancy"
Tochi Onyebuchi,"Afrofuturist, Fantasy, Science fiction, Young adult fiction",1987-10-04,,"Beasts Made of Night, Riot Baby, War Girls"
Todd Parr,Children's fiction,1962-07-09,English,The Family Book
Todd Strasser,"Children's and young adult fiction, novelizations, romans",1950-05-05,Spanglish,The Wave (1981 film)
Tom Holland (author),"History, Literary fiction, Nonfiction",1968-01-05,English language,"In the Shadow of the Sword (book), Persian Fire, Rubicon: The Last Years of the Roman Republic"
Tom King (writer),"Science fiction, Superhero fiction",1978-07-15,English,"Batman, Mister Miracle, The Sheriff of Babylon, Vision (Marvel Comics)"
Tom Kratman,Science fiction,1956-09-04,English,Watch on the Rhine (novel)
Tomi Adeyemi,"Fantasy, Young adult fiction",1993-08-01,,"Children of Blood and Bone, Children of Virtue and Vengeance"
Tomi Ungerer,Erotic literature,1931-11-28,,Flat Stanley
Tomie dePaola,"Children's literature, Folklore",1934-09-15,American people,Strega Nona
Tommy Blacha,"Comedy, Pro Wrestling, Satire",1962-08-25,United States,"Da Ali G Show, Late Night with Conan O'Brien, Metalocalypse, Mongo Wrestling Alliance, TV Funhouse"
Toni Morrison,American literature,1931-02-18,,"Beloved (novel), Song of Solomon (novel), Sula (novel), Tar Baby (novel), The Bluest Eye"
Tony Abbott (author),children's,1952-10-26,,The Secrets of Droon
Tony Barwick,Science fiction,1934-07-10,British people,"Captain Scarlet and the Mysterons, Dick Spanner, P.I., Joe 90, Terrahawks, UFO (TV series)"
Toyoko Yamasaki,novel,1924-11-03,Japanese people,"Shiroi Kyotō, Shizumanu Taiyō"
Tracy Chevalier,Historical fiction,1962-10-19,English,Girl with a Pearl Earring (novel)
Tracy Kidder,Non-fiction,1945-11-12,,"Mountains Beyond Mountains, The Soul of a New Machine"
Trenton Lee Stewart,Children's literature,1970-05-27,,The Mysterious Benedict Society
Trevor Shane,"Drama, Dystopian, Genre fiction, Speculative fiction, Suspense, Thriller (genre)",1976-04-04,,Children of Paranoia
Trey Anthony,Comedy,1983-02-18,,Da Kink in My Hair
Tribhuvandas Luhar,Short story,1908-03-22,,Arvachin Kavita
Tsjalling Hiddes Halbertsma,"poetry, short stories",1792-01-21,West Frisians,Rimen en Teltsjes
Tsjalling Hiddes Halbertsma,"poetry, short stories",1792-01-21,West Frisians,Rimen en Teltsjes
Tucker Max,"Comedy, Non-fiction",1975-09-27,,"Assholes Finish First, Hilarity Ensues, I Hope They Serve Beer in Hell"
Tucker Reed,"Alternate history, Gothic horror, Time travel",1989-10-15,,"Amber House (novel), Neverwas (novel)"
Tui T. Sutherland,Children's literature,1978-07-31,,Wings of Fire (novel series)
Ty Franck,"Fantasy, Horror fiction, Science fiction",1969-05-18,,The Expanse (novel series)
Téa Obreht,"Novels, short stories",1985-09-30,,The Tiger's Wife
Uri Shulevitz,Children's literature,1935-02-27,,"How I Learned Geography, Snow (picture book), The Fool of the World and the Flying Ship (book)"
Ursula Torday,"Gothic fiction, Mystery novel, Romance novel",1912-02-19,English,Witches' Sabbath (novel)
V. E. Schwab,"fantasy, science fiction, young adult, adult and middle grade fantasy",1987-07-07,,The Invisible Life of Addie LaRue
V. K. N.,"Novel, short story, humour, essay, screenplay .",1929-04-07,Malayalam,Arohanam (novel)
V. S. Naipaul,", Novel, essay",1932-08-17,,"A Bend in the River, A House for Mr Biswas, In a Free State, The Enigma of Arrival"
V. Vale,"Art, Culture, Music",1944-02-04,Japanese American,"Incredibly Strange Films, Industrial Culture Handbook, Modern Primitives (book)"
Valentin Pikul,Popular history,1928-07-13,Russian language,Requiem for Convoy PQ-17
Valentin Rasputin,Fiction,1937-03-15,,Farewell to Matyora
Valerio Evangelisti,"Fantasy, Historical novel, Horror fiction, Science fiction",1952-06-20,,Nicolau Aymerich
Valery Bryusov,"Poetry, fiction, drama, history, criticism",1873-12-13,,The Fiery Angel (novel)
Vanna Bonta,"Philosophy and literature, Social commentary, Teleplay",1953-04-03,"English, Italian",Flight: a quantum fiction novel
