,subject,predicate,object
2431,Ernesto Sabato,writesGenre,GenreNovel
2432,Ernesto Sabato,writesGenre,GenreEssay
2433,Ernesto Sabato,bornInCentury,Century_20
2434,Esphyr Slobodkina,wrote,BookCaps_For_Sale
2435,Esphyr Slobodkina,writesGenre,GenreChildrens_Literature
2436,Esphyr Slobodkina,bornInCentury,Century_20
2437,Esther David,wrote,BookBook_Of_Rachel
2438,Esther David,writesGenre,GenreAnthropology
2439,Esther David,bornInCentury,Century_20
2440,Esther Forbes,wrote,BookJohnny_Tremain
2441,Esther Forbes,writesGenre,GenreChildrens_Literature
2442,Esther Forbes,bornInCentury,Century_19
2443,Eugie Foster,wrote,BookSinner
2444,Eugie Foster,wrote,BookBaker
2445,Eugie Foster,wrote,BookFabulist
2446,Eugie Foster,wrote,BookPriest_Red_Mask
2447,Eugie Foster,wrote,BookBlack_Mask
2448,Eugie Foster,wrote,BookGentleman
2449,Eugie Foster,wrote,BookBeast
2450,Eugie Foster,wrote,BookWhen_It_Ends
2451,Eugie Foster,wrote,BookHe_Catches_Her
2452,Eugie Foster,writesGenre,GenreFantasy
2453,Eugie Foster,writesGenre,GenreScience_Fiction
2454,Eugie Foster,bornInCentury,Century_20
2455,Eugène Marin Labiche,wrote,BookThe_Italian_Straw_Hat_Play
2456,Eugène Marin Labiche,writesGenre,GenreDramaturgy
2457,Eugène Marin Labiche,bornInCentury,Century_19
2458,Eva Ibbotson,wrote,BookJourney_To_The_River_Sea
2459,Eva Ibbotson,wrote,BookThe_Star_Of_Kazan
2460,Eva Ibbotson,wrote,BookWhich_Witch_Novel
2461,Eva Ibbotson,writesGenre,GenreChildrens_Literature
2462,Eva Ibbotson,writesGenre,GenreHistorical_Fiction
2463,Eva Ibbotson,writesGenre,GenreRomance_Novels
2464,Eva Ibbotson,bornInCentury,Century_20
2465,Evadne Price,wrote,BookNot_So_Quiet_Stepdaughters_Of_War
2466,Evadne Price,writesGenre,GenreChildrens_Fiction
2467,Evadne Price,writesGenre,GenreModernism
2468,Evadne Price,writesGenre,GenreRomance_Novel
2469,Evadne Price,writesGenre,GenreWar
2470,Evadne Price,bornInCentury,Century_19
2471,Evaline Ness,wrote,BookSam
2472,Evaline Ness,wrote,BookBangs_And_Moonshine
2473,Evaline Ness,wrote,BookThe_Chronicles_Of_Prydain
2474,Evaline Ness,writesGenre,GenreChildrens_Literature
2475,Evaline Ness,writesGenre,GenreFashion
2476,Evaline Ness,writesGenre,GenreYoung_Adult_Fiction
2477,Evaline Ness,bornInCentury,Century_20
2478,Evan Hunter,wrote,Book87Th_Precinct
2479,Evan Hunter,writesGenre,GenreCrime_Fiction
2480,Evan Hunter,writesGenre,GenreMystery_Fiction
2481,Evan Hunter,bornInCentury,Century_20
2482,Evan Jones (writer),wrote,BookEscape_To_Victory
2483,Evan Jones (writer),wrote,BookFuneral_In_Berlin_Film
2484,Evan Jones (writer),wrote,BookKing_And_Country
2485,Evan Jones (writer),wrote,BookModesty_Blaise_1966_Film
2486,Evan Jones (writer),wrote,BookWake_In_Fright
2487,Evan Jones (writer),writesGenre,GenreTelevision_Drama
2488,Evan Jones (writer),writesGenre,GenreScreenplays
2489,Evan Jones (writer),writesGenre,GenrePoetry
2490,Evan Jones (writer),bornInCentury,Century_20
2491,Evan S. Connell,wrote,BookMrs_Bridge
2492,Evan S. Connell,wrote,BookSon_Of_The_Morning_Star
2493,Evan S. Connell,writesGenre,GenreFiction
2494,Evan S. Connell,writesGenre,GenreNonfiction
2495,Evan S. Connell,bornInCentury,Century_20
2496,Evangeline Walton,wrote,BookThe_Sword_Is_Forged
2497,Evangeline Walton,wrote,BookWitch_House
2498,Evangeline Walton,writesGenre,GenreFantasy
2499,Evangeline Walton,bornInCentury,Century_20
2500,Eve Forward,wrote,BookVillains_By_Necessity
2501,Eve Forward,writesGenre,GenreFantasy
2502,Eve Forward,bornInCentury,Century_20
2503,Evelyn Underhill,wrote,BookMysticism_Book
2504,Evelyn Underhill,writesGenre,GenreChristian_Mysticism
2505,Evelyn Underhill,writesGenre,GenreSpirituality
2506,Evelyn Underhill,bornInCentury,Century_19
2507,Ezra Jack Keats,wrote,BookThe_Snowy_Day
2508,Ezra Jack Keats,writesGenre,GenreChildrens_Literature
2509,Ezra Jack Keats,bornInCentury,Century_20
2510,F. L. Lucas,wrote,BookStyle_Book
2511,F. L. Lucas,writesGenre,GenrePolemic
2512,F. L. Lucas,bornInCentury,Century_19
2513,Faiz Ahmad Faiz,wrote,BookSubheazadi
2514,Faiz Ahmad Faiz,writesGenre,GenreGhazal
2515,Faiz Ahmad Faiz,writesGenre,GenreNazm
2516,Faiz Ahmad Faiz,bornInCentury,Century_20
2517,Faridah Àbíké-Íyímídé,wrote,BookAce_Of_Spades_Novel
2518,Faridah Àbíké-Íyímídé,writesGenre,GenreScience_Fiction
2519,Faridah Àbíké-Íyímídé,writesGenre,GenreYoung_Adult_Fiction
2520,Faridah Àbíké-Íyímídé,bornInCentury,Century_20
2521,Farley Mowat,wrote,BookLost_In_The_Barrens
2522,Farley Mowat,wrote,BookNever_Cry_Wolf
2523,Farley Mowat,wrote,BookOwls_In_The_Family
2524,Farley Mowat,wrote,BookPeople_Of_The_Deer
2525,Farley Mowat,wrote,BookThe_Curse_Of_The_Viking_Grave
2526,Farley Mowat,wrote,BookThe_Grey_Seas_Under
2527,Farley Mowat,writesGenre,GenreMemoir
2528,Farley Mowat,writesGenre,GenreNonfiction
2529,Farley Mowat,writesGenre,GenreYoung_Adult_Fiction
2530,Farley Mowat,bornInCentury,Century_20
2531,Fatima Besnaci-Lancou,wrote,BookHarkis
2532,Fatima Besnaci-Lancou,writesGenre,GenreMemories_Of_Harkis
2533,Fatima Besnaci-Lancou,bornInCentury,Century_20
2534,Fauna Hodel,wrote,BookOne_Day_Shell_Darken_The_Mysterious_Beginnings_Of_Fauna_Hodel
2535,Fauna Hodel,writesGenre,GenreMemoir
2536,Fauna Hodel,bornInCentury,Century_20
2537,Faye Kellerman,wrote,BookPeter_Decker
2538,Faye Kellerman,wrote,BookRina_Lazarus
2539,Faye Kellerman,writesGenre,GenreMystery_Fiction
2540,Faye Kellerman,bornInCentury,Century_20
2541,Felicia Bond,wrote,BookIf_You_Give_A_Mouse_A_Cookie
2542,Felicia Bond,wrote,BookIllustrator
2543,Felicia Bond,writesGenre,GenreChildrens_Literature
2544,Felicia Bond,bornInCentury,Century_20
2545,Felix Gilman,wrote,BookThe_Halfmade_World
2546,Felix Gilman,writesGenre,GenreSteampunk
2547,Felix Gilman,bornInCentury,Century_20
2548,Ferenc Tóthárpád,wrote,BookBudapest
2549,Ferenc Tóthárpád,writesGenre,GenreChildrens_Literature
2550,Ferenc Tóthárpád,bornInCentury,Century_20
2551,Fernando Pessoa,wrote,BookMensagem
2552,Fernando Pessoa,wrote,BookThe_Book_Of_Disquiet
2553,Fernando Pessoa,writesGenre,GenrePoetry
2554,Fernando Pessoa,writesGenre,GenreEssay
2555,Fernando Pessoa,writesGenre,GenreFiction
2556,Fernando Pessoa,bornInCentury,Century_19
2557,Fernando Vallejo,wrote,BookOur_Lady_Of_The_Assassins_Novel
2558,Fernando Vallejo,writesGenre,GenreNovel
2559,Fernando Vallejo,bornInCentury,Century_20
2560,Fidel Villarroel,wrote,BookBeatification_And_Canonization_Process_In_1914
2561,Fidel Villarroel,wrote,BookLorenzo_Ruiz
2562,Fidel Villarroel,wrote,BookThomasian_Martyrs
2563,Fidel Villarroel,writesGenre,GenreNonfiction
2564,Fidel Villarroel,bornInCentury,Century_20
2565,Flann O'Brien,wrote,BookAn_Bal_Bocht
2566,Flann O'Brien,wrote,BookAt_Swimtwobirds
2567,Flann O'Brien,wrote,BookThe_Dalkey_Archive
2568,Flann O'Brien,wrote,BookThe_Third_Policeman
2569,Flann O'Brien,writesGenre,GenreMetafiction
2570,Flann O'Brien,writesGenre,GenreSatire
2571,Flann O'Brien,bornInCentury,Century_20
2572,Florence Engel Randall,wrote,BookA_Watcher_In_The_Woods
2573,Florence Engel Randall,writesGenre,GenreChildrens_Fiction
2574,Florence Engel Randall,writesGenre,GenreGothic_Literature
2575,Florence Engel Randall,bornInCentury,Century_20
2576,Floyd Cooper (illustrator),wrote,BookEloise_Greenfield
2577,Floyd Cooper (illustrator),writesGenre,GenreChildrens_Literature
2578,Floyd Cooper (illustrator),bornInCentury,Century_20
2579,Fran Ross,wrote,BookOreo_Novel
2580,Fran Ross,writesGenre,GenreAfricanamerican_Literature
2581,Fran Ross,writesGenre,GenreSatire
2582,Fran Ross,bornInCentury,Century_20
2583,Frances Ellen Watkins Harper,wrote,BookIola_Leroy
2584,Frances Ellen Watkins Harper,writesGenre,GenreEssays
2585,Frances Ellen Watkins Harper,writesGenre,GenrePoetry
2586,Frances Ellen Watkins Harper,writesGenre,GenreShort_Story
2587,Frances Ellen Watkins Harper,bornInCentury,Century_19
2588,Francesca Simon,wrote,BookHorrid_Henry
2589,Francesca Simon,writesGenre,GenreChildrens_Literature
2590,Francesca Simon,bornInCentury,Century_20
2591,Francine Pascal,wrote,BookSweet_Valley_High
2592,Francine Pascal,writesGenre,GenreTeen_And_Youngadult_Fiction
2593,Francine Pascal,writesGenre,GenreOriented_Mainly_To_Female_Readers
2594,Francine Pascal,bornInCentury,Century_20
2595,Franco Laguna Correa,wrote,BookCrush_Me
2596,Franco Laguna Correa,writesGenre,GenreExperimental_Literature
2597,Franco Laguna Correa,writesGenre,GenreFlash_Fiction
2598,Franco Laguna Correa,writesGenre,GenreHybrid_Genre
2599,Franco Laguna Correa,writesGenre,GenreLiterary_Fiction
2600,Franco Laguna Correa,writesGenre,GenreNonfiction
2601,Franco Laguna Correa,bornInCentury,Century_20
2602,Frank Conroy (author),wrote,BookStoptime
2603,Frank Conroy (author),writesGenre,GenreEssay
2604,Frank Conroy (author),writesGenre,GenreMemoir
2605,Frank Conroy (author),writesGenre,GenreNovel
2606,Frank Conroy (author),writesGenre,GenreShort_Story
2607,Frank Conroy (author),writesGenre,GenreTravel_Literature
2608,Frank Conroy (author),bornInCentury,Century_20
2609,Frank E. Peretti,wrote,BookThe_Oath_Peretti
2610,Frank E. Peretti,wrote,BookThis_Present_Darkness
2611,Frank E. Peretti,writesGenre,GenreChristian_Fiction
2612,Frank E. Peretti,bornInCentury,Century_20
2613,Frank McGuinness,wrote,BookDolly_Wests_Kitchen
2614,Frank McGuinness,wrote,BookObserve_The_Sons_Of_Ulster_Marching_Towards_The_Somme
2615,Frank McGuinness,wrote,BookSomeone_Wholl_Watch_Over_Me
2616,Frank McGuinness,wrote,BookThe_Factory_Girls
2617,Frank McGuinness,writesGenre,GenreDrama
2618,Frank McGuinness,writesGenre,GenrePoetry
2619,Frank McGuinness,bornInCentury,Century_20
2620,Frank Peppiatt,wrote,BookThe_Sonny__Cher_Comedy_Hour
2621,Frank Peppiatt,writesGenre,GenreVariety_Show
2622,Frank Peppiatt,bornInCentury,Century_20
2623,Franklin Foer,wrote,BookThe_New_Republic
2624,Franklin Foer,writesGenre,GenreNonfiction
2625,Franklin Foer,bornInCentury,Century_20
2626,Franz Baermann Steiner,wrote,BookTaboo_Book
2627,Franz Baermann Steiner,writesGenre,GenreAnthropology
2628,Franz Baermann Steiner,bornInCentury,Century_20
2629,Fred D'Aguiar,wrote,BookThe_Longest_Memory
2630,Fred D'Aguiar,writesGenre,GenreFiction
2631,Fred D'Aguiar,writesGenre,GenrePoetry
2632,Fred D'Aguiar,writesGenre,GenreStage_Plays
2633,Fred D'Aguiar,bornInCentury,Century_20
2634,Fred Mustard Stewart,wrote,BookCentury_1981_Book
2635,Fred Mustard Stewart,wrote,BookEllis_Island_Novel
2636,Fred Mustard Stewart,writesGenre,GenreFiction
2637,Fred Mustard Stewart,writesGenre,GenreHistorical_Fiction
2638,Fred Mustard Stewart,writesGenre,GenreHorror_Fiction
2639,Fred Mustard Stewart,writesGenre,GenreScience_Fiction
2640,Fred Mustard Stewart,bornInCentury,Century_20
2641,Fred Saberhagen,wrote,BookBerserker_Saberhagen
2642,Fred Saberhagen,wrote,BookBooks_Of_The_Swords
2643,Fred Saberhagen,writesGenre,GenreFantasy_Fiction
2644,Fred Saberhagen,writesGenre,GenreScience_Fiction
2645,Fred Saberhagen,bornInCentury,Century_20
2646,Frederick Buechner,wrote,BookA_Long_Days_Dying
2647,Frederick Buechner,wrote,BookGodric_Novel
2648,Frederick Buechner,wrote,BookThe_Book_Of_Bebb
2649,Frederick Buechner,wrote,BookThe_Magnificent_Defeat
2650,Frederick Buechner,wrote,BookThe_Sacred_Journey
2651,Frederick Buechner,writesGenre,GenreAutobiography
2652,Frederick Buechner,writesGenre,GenreEssay
2653,Frederick Buechner,writesGenre,GenreHistorical_Fiction
2654,Frederick Buechner,writesGenre,GenreNovel
2655,Frederick Buechner,writesGenre,GenreSermon
2656,Frederick Buechner,writesGenre,GenreShort_Story
2657,Frederick Buechner,bornInCentury,Century_20
2658,Frederick Forsyth,wrote,BookNo_Comebacks
2659,Frederick Forsyth,wrote,BookThe_Day_Of_The_Jackal
2660,Frederick Forsyth,wrote,BookThe_Dogs_Of_War_Novel
2661,Frederick Forsyth,wrote,BookThe_Fist_Of_God
2662,Frederick Forsyth,wrote,BookThe_Fourth_Protocol
2663,Frederick Forsyth,wrote,BookThe_Odessa_File
2664,Frederick Forsyth,writesGenre,GenreCrime_Fiction
2665,Frederick Forsyth,writesGenre,GenreThriller_Genre
2666,Frederick Forsyth,bornInCentury,Century_20
2667,Fredric Brown,wrote,BookArena_Short_Story
2668,Fredric Brown,wrote,BookThe_Fabulous_Clipjoint
2669,Fredric Brown,writesGenre,GenreFantasy
2670,Fredric Brown,writesGenre,GenreMystery_Fiction
2671,Fredric Brown,writesGenre,GenreScience_Fiction
2672,Fredric Brown,bornInCentury,Century_20
2673,Fredrik Backman,wrote,BookA_Man_Called_Ove_Novel
2674,Fredrik Backman,wrote,BookBeartown_Novel
2675,Fredrik Backman,wrote,BookBrittmarie_Was_Here
2676,Fredrik Backman,wrote,BookMy_Grandmother_Asked_Me_To_Tell_You_Shes_Sorry
2677,Fredrik Backman,writesGenre,GenreFiction
2678,Fredrik Backman,writesGenre,GenreHumor
2679,Fredrik Backman,writesGenre,GenreSatire
2680,Fredrik Backman,bornInCentury,Century_20
2681,Freeman Wills Crofts,wrote,BookInspector_French_And_The_Starvel_Tragedy
2682,Freeman Wills Crofts,wrote,BookThe_1230_From_Croydon
2683,Freeman Wills Crofts,writesGenre,GenreDetective_Novel
2684,Freeman Wills Crofts,writesGenre,GenreMurder_Mystery
2685,Freeman Wills Crofts,bornInCentury,Century_19
2686,Friedrich Hölderlin,wrote,BookHyperion_Hlderlin_Novel
2687,Friedrich Hölderlin,writesGenre,GenreLyric_Poetry
2688,Friedrich Hölderlin,bornInCentury,Century_18
2689,Friedrich de la Motte Fouqué,wrote,BookUndine_Novella
2690,Friedrich de la Motte Fouqué,writesGenre,GenreFantasy_Literature
2691,Friedrich de la Motte Fouqué,bornInCentury,Century_18
2692,Fritz Leiber,wrote,BookFafhrd_And_The_Gray_Mouser
2693,Fritz Leiber,wrote,BookThe_Big_Time_Novel
2694,Fritz Leiber,writesGenre,GenreFantasy_Fiction
2695,Fritz Leiber,writesGenre,GenreHorror_Fiction
2696,Fritz Leiber,writesGenre,GenreScience_Fiction
2697,Fritz Leiber,bornInCentury,Century_20
2698,Fuyumi Ono,wrote,BookGhost_Hunt_Novel_Series
2699,Fuyumi Ono,wrote,BookShiki_Novel_Series
2700,Fuyumi Ono,wrote,BookThe_Twelve_Kingdoms
2701,Fuyumi Ono,writesGenre,GenreFantasy_Fiction
2702,Fuyumi Ono,writesGenre,GenreHorror_Fiction
2703,Fuyumi Ono,bornInCentury,Century_20
2704,Fyodor Dostoevsky,wrote,BookCrime_And_Punishment
2705,Fyodor Dostoevsky,wrote,BookDemons_Dostoevsky_Novel
2706,Fyodor Dostoevsky,wrote,BookNotes_From_Underground
2707,Fyodor Dostoevsky,wrote,BookThe_Brothers_Karamazov
2708,Fyodor Dostoevsky,wrote,BookThe_Idiot
2709,Fyodor Dostoevsky,writesGenre,GenreNovel
2710,Fyodor Dostoevsky,writesGenre,GenreShort_Story
2711,Fyodor Dostoevsky,writesGenre,GenreJournalism
2712,Fyodor Dostoevsky,bornInCentury,Century_19
2713,G. K. Chesterton,wrote,BookFather_Brown
2714,G. K. Chesterton,wrote,BookOrthodoxy_Book
2715,G. K. Chesterton,wrote,BookThe_Everlasting_Man
2716,G. K. Chesterton,wrote,BookThe_Man_Who_Was_Thursday
2717,G. K. Chesterton,wrote,BookThe_Napoleon_Of_Notting_Hill
2718,G. K. Chesterton,writesGenre,GenreCatholic_Apologetics
2719,G. K. Chesterton,writesGenre,GenreChristian_Apologetics
2720,G. K. Chesterton,writesGenre,GenreFantasy_Literature
2721,G. K. Chesterton,writesGenre,GenreMystery_Fiction
2722,G. K. Chesterton,writesGenre,GenrePoetry
2723,G. K. Chesterton,bornInCentury,Century_19
2724,Gabriel García Márquez,wrote,BookChronicle_Of_A_Death_Foretold
2725,Gabriel García Márquez,wrote,BookLove_In_The_Time_Of_Cholera
2726,Gabriel García Márquez,wrote,BookOne_Hundred_Years_Of_Solitude
2727,Gabriel García Márquez,wrote,BookThe_Autumn_Of_The_Patriarch
2728,Gabriel García Márquez,writesGenre,GenreNovels
2729,Gabriel García Márquez,writesGenre,GenreShort_Stories
2730,Gabriel García Márquez,bornInCentury,Century_20
2731,Gabrielle Roy,wrote,BookChildren_Of_My_Heart
2732,Gabrielle Roy,wrote,BookStreet_Of_Riches
2733,Gabrielle Roy,wrote,BookThe_Tin_Flute
2734,Gabrielle Roy,writesGenre,GenreCanadian_Literature
2735,Gabrielle Roy,writesGenre,GenreChildrens_Literature
2736,Gabrielle Roy,bornInCentury,Century_20
2737,Gail Bowen,wrote,BookJoanne_Kilbourn
2738,Gail Bowen,writesGenre,GenreMystery_Fiction
2739,Gail Bowen,bornInCentury,Century_20
2740,Gao Xingjian,wrote,BookSoul_Mountain
2741,Gao Xingjian,wrote,BookThe_Bus_Stop
2742,Gao Xingjian,wrote,BookThe_Other_Shore
2743,Gao Xingjian,writesGenre,GenreAbsurdism
2744,Gao Xingjian,bornInCentury,Century_20
2745,Gardner Dozois,wrote,BookAsimovs_Science_Fiction
2746,Gardner Dozois,writesGenre,GenreAnthologies
2747,Gardner Dozois,writesGenre,GenreScience_Fiction_Magazine
2748,Gardner Dozois,bornInCentury,Century_20
2749,Gary Blackwood (author),wrote,BookThe_Shakespeare_Stealer
2750,Gary Blackwood (author),writesGenre,GenreChildrens_Fiction
2751,Gary Blackwood (author),writesGenre,GenreHistorical_Fiction
2752,Gary Blackwood (author),writesGenre,GenreScience_Fiction
2753,Gary Blackwood (author),bornInCentury,Century_20
2754,Gary D. Schmidt,wrote,BookLizzie_Bright_And_The_Buckminster_Boy
2755,Gary D. Schmidt,wrote,BookOkay_For_Now
2756,Gary D. Schmidt,wrote,BookThe_Wednesday_Wars
2757,Gary D. Schmidt,writesGenre,GenreRealistic_Fiction
2758,Gary D. Schmidt,bornInCentury,Century_20
2759,Gary Larson,wrote,BookThe_Far_Side
2760,Gary Larson,writesGenre,GenreComedy
2761,Gary Larson,writesGenre,GenreSatire
2762,Gary Larson,writesGenre,GenreSurreal_Humour
2763,Gary Larson,bornInCentury,Century_20
2764,Gary Paulsen,wrote,BookDogsong
2765,Gary Paulsen,wrote,BookHarris_And_Me
2766,Gary Paulsen,wrote,BookHatchet_Novel
2767,Gary Paulsen,wrote,BookThe_River_Paulsen_Novel
2768,Gary Paulsen,wrote,BookThe_Winter_Room
2769,Gary Paulsen,wrote,BookWinterdance_The_Fine_Madness_Of_Running_The_Iditarod
2770,Gary Paulsen,wrote,BookWoodsong
2771,Gary Paulsen,writesGenre,GenreAdventure_Novel
2772,Gary Paulsen,writesGenre,GenreYoung_Adult_Fiction
2773,Gary Paulsen,bornInCentury,Century_20
2774,Gastón Suárez,wrote,BookThe_Gesture
2775,Gastón Suárez,writesGenre,GenreShort_Stories
2776,Gastón Suárez,bornInCentury,Century_20
2777,Gavin Maxwell,wrote,BookRing_Of_Bright_Water
2778,Gavin Maxwell,writesGenre,GenreNatural_History
2779,Gavin Maxwell,writesGenre,GenreTravel_Literature
2780,Gavin Maxwell,bornInCentury,Century_20
2781,Gayl Jones,wrote,BookCorregidora_Novel
2782,Gayl Jones,writesGenre,GenreAfricanamerican_Literature
2783,Gayl Jones,bornInCentury,Century_20
2784,Gayle Forman,wrote,BookIf_I_Stay
2785,Gayle Forman,writesGenre,GenreChildrens_Books
2786,Gayle Forman,writesGenre,GenreNovel
2787,Gayle Forman,writesGenre,GenreYoung_Adult_Fiction
2788,Gayle Forman,bornInCentury,Century_20
2789,Geetanjali Shree,wrote,BookTomb_Of_Sand
2790,Geetanjali Shree,writesGenre,GenreNovels
2791,Geetanjali Shree,writesGenre,GenreShort_Stories
2792,Geetanjali Shree,bornInCentury,Century_20
2793,Gen Urobuchi,wrote,BookFatezero
2794,Gen Urobuchi,wrote,BookKamen_Rider_Gaim
2795,Gen Urobuchi,wrote,BookPsychopass
2796,Gen Urobuchi,wrote,BookPuella_Magi_Madoka_Magica
2797,Gen Urobuchi,wrote,BookSaya_No_Uta
2798,Gen Urobuchi,writesGenre,GenreDark_Fantasy
2799,Gen Urobuchi,writesGenre,GenreHorror_Fiction
2800,Gen Urobuchi,writesGenre,GenreScifi
2801,Gen Urobuchi,writesGenre,GenreThriller_Genre
2802,Gen Urobuchi,writesGenre,GenreTragedy
2803,Gen Urobuchi,bornInCentury,Century_20
2804,Genese Davis,wrote,BookAry_And_The_Secret_Of_Seasons
2805,Genese Davis,wrote,BookOmensight
2806,Genese Davis,wrote,BookThe_Holders_Dominion
2807,Genese Davis,writesGenre,GenreFantasy_Literature
2808,Genese Davis,writesGenre,GenreNew_Adult
2809,Genese Davis,writesGenre,GenreScience_Fiction
2810,Genese Davis,writesGenre,GenreVideo_Games
2811,Genese Davis,bornInCentury,Century_20
2812,Geneviève Huriet,wrote,BookBeechwood_Bunny_Tales
2813,Geneviève Huriet,writesGenre,GenreChildrens_Literature
2814,Geneviève Huriet,bornInCentury,Century_20
2815,Geoffrey Trease,wrote,BookBows_Against_The_Barons
2816,Geoffrey Trease,wrote,BookCue_For_Treason
2817,Geoffrey Trease,writesGenre,GenreChildrens_Literature
2818,Geoffrey Trease,bornInCentury,Century_20
2819,George Alec Effinger,wrote,BookWhen_Gravity_Fails
2820,George Alec Effinger,writesGenre,GenreCyberpunk
2821,George Alec Effinger,writesGenre,GenreScience_Fiction
2822,George Alec Effinger,bornInCentury,Century_20
2823,George Clayton Johnson,wrote,BookLogans_Run
2824,George Clayton Johnson,wrote,BookOceans_11
2825,George Clayton Johnson,wrote,BookStar_Trek
2826,George Clayton Johnson,wrote,BookThe_Twilight_Zone
2827,George Clayton Johnson,writesGenre,GenreScience_Fiction
2828,George Clayton Johnson,writesGenre,GenreWestern
2829,George Clayton Johnson,writesGenre,GenreFantasy
2830,George Clayton Johnson,writesGenre,GenreHorror
2831,George Clayton Johnson,writesGenre,GenreLiterary
2832,George Clayton Johnson,writesGenre,GenreMagical_Realism
2833,George Clayton Johnson,bornInCentury,Century_20
2834,George Crabbe,wrote,BookThe_Borough_George_Crabbe_Poem
2835,George Crabbe,wrote,BookThe_Village_Poem
2836,George Crabbe,writesGenre,GenrePoetry
2837,George Crabbe,bornInCentury,Century_18
2838,George Douglas Brown,wrote,BookThe_House_With_The_Green_Shutters
2839,George Douglas Brown,writesGenre,GenreLiterary_Realism
2840,George Douglas Brown,bornInCentury,Century_19
2841,George G. Blackburn,wrote,BookThe_Guns_Of_Normandy
2842,George G. Blackburn,writesGenre,GenreCreative_Nonfiction
2843,George G. Blackburn,writesGenre,GenreHistorical_Nonfiction
2844,George G. Blackburn,writesGenre,GenreLiterary_Criticism
